movie_title,storyline,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Sci-Fi,Fantasy,Horror,Family,Mystery,Biography,Animation,Music,War,History,Sport,Musical,Documentary,Western,Others
The American President ,"Andrew Shepherd is approaching the end of his first term as President of the United States. He's a widower with a young daughter and has proved to be popular with the public. His election seems assured. That is until he meets Sydney Ellen Wade, a paid political activist working for an environmental lobby group. He's immediately smitten with her and after several amusing attempts, they finally manage to go on a date (which happens to be a State dinner for the visiting President of France). His relationship with Wade opens the door for his prime political opponent, Senator Bob Rumson, to launch an attack on the President's character, something he could not do in the previous election as Shepherd's wife had only recently died.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Love Guru ,"Born in America, but raised in Havemahkeeta in India, with a population of 76, Maurice had always to better Deepak Chopra, and be sexually active, ever since he was 12. His Guru, Tugginmypudha, while approving of Deepak, cautions Maurice and has a chastity belt put around his waist, much to Maurice's chagrin. Years later, Maurice has established himself as Guru Pitka in America, but would like to appear in the Oprah Show and be better than Deepak Chopra. When Jane Bullard from the the Toronto Maple Leafs hires him to counsel their star hockey player, Darren Roanoke, to win back his wife, Prudence, from Kings' star player, Jacques Grande, and also stand up to his dominating mother, Lilian, he agrees to do so - with hilarious results.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000 Miles to Graceland ,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, and single mom Cybil Waingrow and her son Jesse constantly confounding things, Michael must track down Murphy.",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hateful Eight ,"Some time after the Civil War, a stagecoach hurtles through the wintry Wyoming landscape. Bounty hunter John Ruth and his fugitive captive Daisy Domergue race towards the town of Red Rock, where Ruth will bring Daisy to justice. Along the road, they encounter Major Marquis Warren (an infamous bounty hunter) and Chris Mannix (a man who claims to be Red Rock's new sheriff). Lost in a blizzard, the bunch seeks refuge at Minnie's Haberdashery. When they arrive they are greeted by unfamiliar faces: Bob, who claims to be taking care of the place while Minnie is gone; Oswaldo Mobray, the hangman of Red Rock; Joe Gage, a cow puncher; and confederate general Sanford Smithers. As the storm overtakes the mountainside, the eight travelers come to learn that they might not make it to Red Rock after all...",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Blades of Glory ,"When rivalry between the world's best men's figure skaters - sex addicted, improvisational Chazz Michael Michaels and germophobic, precise Jimmy MacElroy - breaks into a fight on the awards platform, they're banned from the event for life. Three years later, desire for a gold medal and a careful reading of the rules lead them to compete as skating's first male-male pair. Can they overcome mutual dislike, limited time to prepare, their coach's secret past, and the dirty tricks of their main opponents, the Van Waldenberg siblings? The key to victory or defeat may lie in the attraction of the virginal Jimmy toward Katie, the Van Waldenbergs' little sister.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hop ,"Blending state-of-the-art animation with live action, Hop tells the comic tale of Fred, an out-of-work slacker who accidentally injures the Easter Bunny and must take him in as he recovers. As Fred struggles with the world's worst house guest, both will learn what it takes to finally grow up.",0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
300 ,"In the Battle of Thermopylae of 480 BC an alliance of Greek city-states fought the invading Persian army in the mountain pass of Thermopylae. Vastly outnumbered, the Greeks held back the enemy in one of the most famous last stands of history. Persian King Xerxes lead a Army of well over 100,000 (Persian king Xerxes before war has about 170,000 army) men to Greece and was confronted by 300 Spartans, 700 Thespians, and 400 Thebans. Xerxes waited for 10 days for King Leonidas to surrender or withdraw but left with no options he pushed forward. After 3 days of battle all the Greeks were killed. The Spartan defeat was not the one expected, as a local shepherd, named Ephialtes, defected to the Persians and informed Xerxes that the separate path through Thermopylae, which the Persians could use to outflank the Greeks, was not as heavily guarded as they thought.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Meet the Fockers ,"Having given permission to male nurse Greg Focker to marry his daughter, ex-CIA man Jack Byrnes and his wife travel to Miami to Greg's parents, who this time around are Mr. and Mrs. Focker, who are as different from them as can be. As asked in the first movie, what sort of people name their son Gaylord M. Focker?",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marley & Me ,"After their wedding, newspaper writers John and Jennifer Grogan move to Florida. In an attempt to stall Jennifer's ""biological clock"", John gives her a puppy. While the puppy Marley grows into a 100 pound dog, he loses none of his puppy energy or rambunctiousness. Meanwhile, Marley gains no self-discipline. Marley's antics give John rich material for his newspaper column. As the Grogans mature and have children of their own, Marley continues to test everyone's patience by acting like the world's most impulsive dog.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Green Mile ,"Death Row guards at a penitentiary, in the 1930's, have a moral dilemma with their job when they discover one of their prisoners, a convicted murderer, has a special gift.",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wild Hogs ,"Four middle-aged men decide to take a road trip from Cincinnati to the Pacific in order to get away from their lives which are leading them nowhere. Taking their motorcycles, these ""Wild Hogs"" tear up the road and eventually stop in New Mexico for a drink not knowing that the bar belongs to the ""Del Fuegos"", a mean biker gang. When the Del Fuegos steal a bike that belongs to the Wild Hogs, the four men form a plan to steal their bike back.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Little ,"After Chicken Little causes widespread panic--when he mistakes a falling acorn for a piece of the sky--the young chicken is determined to restore his reputation. But just as things are starting to go his way, a real piece of the sky lands on his head. Chicken Little and his band of misfit friends, Abby Mallard (aka Ugly Duckling), Runt of the Litter and Fish Out of Water, attempt to save the world without sending the town into a whole new panic.",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gone Girl ,"On the occasion of his fifth wedding anniversary, Nick Dunne reports that his wife, Amy, has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon his lies, deceits and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife?",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bourne Identity ,"Based very loosely on Robert Ludlum's novel, the Bourne Identity is the story of a man whose wounded body is discovered by fishermen who nurse him back to health. He can remember nothing and begins to try to rebuild his memory based on clues such as a Swiss bank account, the number of which is implanted in his hip. He soon realizes that he is being hunted and takes off with Marie on a search to find out who he is - and why he is being hunted.",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GoldenEye ,"When a deadly satellite weapon system falls into the wrong hands, only Agent 007 can save the world from certain disaster. Armed with his license to kill, Bond races to Russia in search of the stolen access codes for ""Goldeneye,"" an awesome space weapon that can fire a devastating electromagnetic pulse toward Earth. But 007 is up against an enemy who anticipates his every move: a mastermind motivated by years of simmering hatred. Bond also squares off against Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The General's Daughter ,"The naked corpse of Captain Elisabeth Campbell, daughter of Lieutenant General ""Fighting Joe"" Campbell, is found staked out on the urban warfare range of Fort MacCallum. Army CID detectives and ex-lovers Paul Brenner and Sara Sunhill are called in to investigate, and find themselves wrapped up in a maelstrom of sexual impropriety and misguided face-saving.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Truman Show ,"In this movie, Truman is a man whose life is a fake one... The place he lives is in fact a big studio with hidden cameras everywhere, and all his friends and people around him, are actors who play their roles in the most popular TV-series in the world: The Truman Show. Truman thinks that he is an ordinary man with an ordinary life and has no idea about how he is exploited. Until one day... he finds out everything. Will he react?",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prince of Egypt ,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
Daddy Day Care ,"In the comedy Daddy Day Care, two fathers lose their jobs in product development at a large food company and are forced to take their sons out of the exclusive Chapman Academy and become stay-at-home fathers. With no job possibilities on the horizon, the two dads open their own day care facility, ""Daddy Day Care"", and employ some fairly unconventional and sidesplitting methods of caring for children. As ""Daddy Day Care"" starts to catch on, it launches them into a highly comedic rivalry with Chapman Academy's tough-as-nails director... who has driven all previous competitors out of business.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 Guns ,"Robert Trench, an undercover DEA agent, takes advantage of gunman Michael Stigman's idea to rob a bank to bust him and a mob boss. However, it proves too successful with much more money seized than anticipated with Trench's forces not stopping the getaway. Complicating things still more, Stigman turns out to be a Naval Intelligence agent who shoots Trench and takes the money. The interservice debacle suddenly finds Trench and Stigman in a bloody web of corrupt clandestine rivalries as they are hunted, blackmailed and isolated for the money on both sides of the law. Now, the fugitives must work together to find a way out of this situation with no one to turn to but themselves.",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats & Dogs ,"A secret war between cats and dogs quickly peaks as Professor Brody a scientist tries to create a serum to cure dog allergies in humans. As the unsuspecting humans go through their busy lives, the cats make several attempts to possess the formula, as their canine foes try tirelessly to stop them. Caught in the crossfire, a young beagle named Lou, adopted by the Brody family, tries hard to succeed as a secret agent, and in being a friend to the young Scotty Brody. A evil snow white cat named Mr. Tinkles is planning to sabotage the efforts of Professor Brody to discover a cure for human allergies to dogs. And he'll even make every person on Earth allergic to dogs so that he can take over the world with his army of evil cats!",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Italian Job ,"Led by John Bridger (Donald Sutherland) and Charlie Croker (Mark Wahlberg) a team is assembled for one last heist to steal $35 million in gold bars from a heavily guarded safe in Venice, Italy. After successfully pulling off the heist, a team member, Steve (Edward Norton), driven by greed and jealousy, arranges to take the gold for himself and eliminate the remaining members of the group. Thinking the team dead, he returns to L.A. with the gold. Charlie and the survivors of this betrayal follow Steve L.A. to exact revenge against the traitor. Charlie enlists the help of John Bridger's daughter, Stella (Charlize Theron) - a professional safe cracker, to get revenge. With Stella and the hacking skills of Lyle (Seth Green), the explosives skills of ""Left Ear"" (Yasiin Bey), and the driving skills of ""Handsome"" Rob (Jason Statham) this new team plans and executes a daring heist that weaves through the freeways and subways of L.A.",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Weeks Notice ,"Harvard educated lawyer Lucy Kelson, following in the footsteps of her lawyer parents, uses her career for social activism. She hides any sense of femininity behind her work. George Wade is the suave public face of the Manhattan-based Wade Corporation, a development firm that Lucy routinely opposes and whose true head is George's profit-oriented brother, Howard Wade. George, who has a reputation as a lady's man, has had as his legal counsel a series of beautiful female lawyers with questionable credentials, they who have more primarily acted as his casual sex partners. Needing a real lawyer, he offers Lucy the job of his legal counsel on a chance meeting. Despite warnings from her parents in working for the ""enemy"", Lucy, who has no intention of being the latest in his bed partners, accepts the job as she feels she can do more good from the inside, and as George, as part of the job offer, promises not to demolish a community center in a heritage building as part of a development ...",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antz ,"In an anthill with millions of inhabitants, Z 4195 is a worker ant. Feeling insignificant in a conformity system, he accidentally meets beautiful Princess Bala, who has a similar problem on the other end of the social scale. In order to meet her again, Z switches sides with his soldier friend Weaver - only to become a hero in the course of events. By this he unwillingly crosses the sinister plans of ambitious General Mandible (Bala's fiancé, by the way), who wants to divide the ant society into a superior, strong race (soldiers) and an inferior, to-be-eliminated race (the workers). But Z and Bala, both unaware of the dangerous situation, try to leave the oppressive system by heading for Insectopia, a place where food paves the streets.",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Couples Retreat ,"Dave and Ronnie, Jason and Cynthia, and Joey and Lucy are close. The group used to include Shane and Jennifer, but they divorced and she's gone. Jason and Cynthia announce that their marriage is in trouble, and they beg their friends (and Shane's young girlfriend) to join them on a couples' retreat, at the package rate, on a tropical island. The others reluctantly agree, planning to play while Jason and Cynthia work on their marriage with an island psychologist. To everyone's surprise, the package is inflexible: each couple must participate in the couples' exercises. Soon fault lines appear in all four relationships. What's in store for each couple?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days of Thunder ,"Cole Trickle enters the high-pressure world of Nascar racing. He's a hot driver with a hot temper, and this attitude gets him into trouble not only with other drivers, but members of his own team as well.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cheaper by the Dozen 2 ,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Scorch Trials ,"The second chapter of the epic ""Maze Runner"" saga. Thomas (Dylan O'Brien) and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD's vastly superior forces and uncover its shocking plans for them all.",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat Pray Love ,"Liz Gilbert (Roberts) had everything a modern woman is supposed to dream of having - a husband, a house, a successful career - yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Family Man ,"A modern-day Frank Capra story. Jack Campbell, a successful and talented businessman, is happily living his single life. He has everything, or so he thinks. One day he wakes up in a new life where he didn't leave his college girlfriend for a London trip. He's married to Kate, lives in Jersey and has two kids. He, of course, desperately wants his life back for which he has worked 13 years for. He's president of P. K. Lassiter Investment House and not a tire salesman at Big Ed's. He drives a Ferrari and not a mini-van that never starts. And most importantly he doesn't wake up in the morning with kids jumping on the bed. After a bad start, day by day he's more confident in his new life and starts to see what he's been missing. Turns out money's good to have but that's not everything.",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RED ,"Frank (Bruce Willis) is retired, bored, and lonely living off his government pension in a nondescript suburb in an equally nondescript house. The only joy in Frank's life is his calls to the government pension processing center when he gets to talk to his case worker, Sarah (Mary-Louis Parker). Sarah is as bored and lonely as Frank and marks her conversations with the unknown Frank and her spy novels as the only things fun in her life. When something in Frank's past forces Frank back into his old line of work and puts an unwitting Sarah in the middle of the intrigue, Frank and Sarah begin a journey into Frank's past and the people he used to work with. Like Frank they are all RED ... Retired Extremely Dangerous.",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any Given Sunday ,"When a devastating hit knocks a professional football legend and quarterback Cap Rooney out of the game, a young, unknown third-stringer is called in to replace him. Having ridden the bench for years because of a string of bad luck stories and perhaps insufficient character, Willie Beaman seizes what may be his last chance, and lights up the field with a raw display of athletic prowess. His stunning performance over several games is so outstanding and fresh it seems to augur a new era in the history of this Miami franchise, and forces aging coach Tony D'Amato to reevaluate his time-tested values and strategies and begin to confront the fact that the game, as well as post-modern life may be passing him by. Adding to the pressure on D'Amato to win at any cost is the aggressive young President/Co-owner of the team, Christina Pagniacci, now coming into her own after her father's death. Christina's driving desire to prove herself in a male dominated world is intensified by her focus on the...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Horse Whisperer ,"A teenage girl riding a horse is hit by a truck. To help heal her troubled/injured daughter, and horse, the mother takes them to Montana to recuperate at the ranch of a 'horse whisperer', a horse healer of mystical talents. The mother proceeds to fall in love with him, as well.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Collateral ,"LA cabbie Max Durocher is the type of person who can wax poetic about other people's lives, which impresses U.S. Justice Department prosecutor Annie Farrell, one of his fares, so much that she gives him her telephone number at the end of her ride. Although a dedicated man as seen through the efficiency in which he does his work, he can't or won't translate that eloquence into a better life for himself. He deludes himself into believing that his now twelve year cabbie job is temporary and that someday he will own his own limousine service. He even lies to his hospitalized mother that he already owns one, with a further lie that he tells her as such primarily to make her happy, rather than the truth which is that he won't do anything to achieve that dream. One night, Max picks up a well dressed man named Vincent, who asks Max to be his only fare for the evening. For a flat fee of $600, plus an extra $100 if he gets to the airport on time - Vincent wants Max to drive him to five stops ...",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Scorpion King ,"In an ancient time, predating the pyramids, the evil king Memnon is using the psychic powers of his sorceress Cassandra to fortell his great victories. In a last ditch effort to stop Memnon from taking over the world, the leaders of the remaining free tribes hire the assassin Mathayus to kill the sorceress. But Mathayus ends up getting much more than he bargained for. Now with the help of the trickster Arpid, tribal leader Balthazar and an unexpected ally, it's up to Mathayus to fufill his destiny and become the great Scorpion King.",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladder 49 ,"Under the watchful eye of his mentor Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. Jack has reached a crossroads, however, as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. Responding to the worst blaze in his career, he becomes trapped inside a 20-story building. And as he reflects on his life, now Deputy Chief Kennedy frantically coordinates the effort to save him.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher ,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But instead of confessing, the accused man writes the words, ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deep Blue Sea ,"A businessman sinks $200 million into a special project to help fight Alzheimer's disease. As part of this project, medical biologist Susan McAlester rather naughtily figures out a way to genetically enlarge shark brains, so that disease-battling enzymes can be harvested. However, the shark subjects become super smart and decide they don't much like being cooped up in pens and being stabbed with hypodermics, so they figure a way to break out and make for the open sea...",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is It ,"In the weeks before his death, Michael Jackson (August 29, 1958 - June 25, 2009) was rehearsing a show, ""This Is It,"" that was to open in July. This film begins with a few of the auditioning dancers speaking to the camera about why they're trying out and what Jackson means to them. Then we plunge into rehearsals at Staples Center in Los Angeles. The film is arranged by musical number with pre-recorded material and footage from Jackson's various rehearsals edited together to take us through what would have been the concert's set list.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Contagion ,"Soon after her return from a business trip to Hong Kong, Beth Emhoff dies from what is a flu or some other type of infection. Her young son dies later the same day. Her husband Mitch however seems immune. Thus begins the spread of a deadly infection. For doctors and administrators at the U.S. Centers for Disease Control, several days pass before anyone realizes the extent or gravity of this new infection. They must first identify the type of virus in question and then find a means of combating it, a process that will likely take several months. As the contagion spreads to millions of people worldwide, societal order begins to break down as people panic.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangaroo Jack ,"Louis Booker and Charlie Carbone are close friends with an association with the mob. After the duo botch a delivery of stolen TVs, the duo are given a second chance by mob leader Sal Maggio, who happens to be Charlie's stepfather. The duo are to deliver $50,000 to a contact in Australia. As simple as the job sounds, complications emerge when a kangaroo steals the money. Now Charlie and Louis must find the kangaroo and get the money back before they find themselves in a worse predicament.",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coraline ,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
The Happening ,"Elliot Moore is a high school science teacher who quizzes his class one day about an article in the New York Times. It's about the sudden, mysterious disappearance of bees. Yet again Nature is doing something inexplicable, and whatever science has to say about it will be, in the end, only a theory. Scientists will bring out more theories, but no explanations, when a more urgent dilemma hits the planet. It begins in Central Park. Suddenly and inexplicably, the behavior of everyone in the park changes in a most bizarre and horrible way. Soon, the strange behavior spreads throughout the city and beyond. Elliot, his wife, Alma, and Jess, the young daughter of a friend, will only have theories to guide them where to run and where to hide. But theories may not be enough.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on Fire ,"Hard drinking, burnt out ex CIA operative John Creasy has given up on life until he's hired as a bodyguard to protect nine year old Pita Ramos. Bit by bit, Creasy begins to reclaim some of his soul, but when pita is kidnapped, Creasy's fiery rage is finally released and he will stop at nothing to save her as he sets out on a dangerous, revenge fuelled rescue mission.",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shaggy Dog ,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch ,"Set in the 1970s in a metropolis called ""Bay City,"" this is the tale of two police detective partners, Ken ""Hutch"" Hutchinson, and Dave Starsky, who always seem to get the toughest cases from their boss, Captain Dobey, rely on omniscient street informer Huggy Bear and race to the scene of the crimes in their souped-up 1974 Ford Torino hot rod, telling the story of their first big case (as a prequel to the TV show), which involved a former college campus drug dealer who went on to become a white collar criminal.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jingle All the Way ,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, he tries hard to come up with a way to make it up to him, this is when his son tells Howard that he wants for Christmas is an action figure of his son's television hero, Turbo Man. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man figures, now Howard must travel all over town and compete with everybody else including a mail man named Myron to find a Turbo Man action figure, and to make it to the Wintertainment parade which will feature Turbo Man.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellboy ,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Civil Action ,"Jan Schlichtmann, a tenacious lawyer, is addressed by a group of families. When investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. A leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. Schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. But the lawyers of the leather company's mother company are not easy to get to, and soon Schlichtmann and his friends find themselves in a battle of mere survival.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParaNorman ,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from a curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
The Jackal ,"In Moscow, the FBI and their Russian counterpart, the MVD, are working on a joint mission to apprehend Russian mobster Ghazzi Murad specifically for the murder of Mayor Nikolai Semankho. During the arrest, they are forced to kill Ghazzi. Ghazzi's brother, Terek Murad, also a mobster, begins his own form of deadly retribution against the MVD for Ghazzi's death. But the FBI and MVD also get wind that Terek has hired an assassin by the code name Jackal to carry out a hit on a high profile but unknown American target for the Americans sticking their nose in Russian affairs. Intelligence points to that target being Donald Brown, the Director of the FBI. The Jackal is known only by name and reputation but no one in authority knows who he is, what he looks like or if he even really exists. They learn of only one person alive who they know has had ties to the Jackal: former Basque separatist Isabella Zanconia, whose whereabouts are unknown. As such, the FBI and MVD decide to turn to the one ...",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paycheck ,"Michael Jennings is a reverse engineer and what he does is technical jobs for certain companies and as soon as he is done, his memory of the work he has done is wiped out. Now the longest he has been contracted is 2 months. But now billionaire, James Rethrick offers him a job that would last 2 years, maybe 3, and he promises that he will probably earn 8 figures. Michael agrees. Before beginning he turns in all of his personal effects. And when the job is done, his memory is erased and he learns he made over 90 million dollars over the three years. When he goes to claim it and his personal effects, he discovers that prior to the erasure of his memory he waived his rights to the money he earned and that the items that were given to him were not the ones he gave when he began. Later he is arrested by the FBI who say that he committed some act of treason and murder. It's while he is in custody that he escapes using some the items that he was given. He later meets with a friend who gives ...",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Up Close & Personal ,"This is a telling of the Jessica Savitch story, the newswoman who, in the 1970's, became the ""First Woman Anchor"". Sally/Tally is taken under the wing of Warren in a Miami newsroom and becomes a news star on TV. Despite her love for Warren, she takes the big chance and moves on to Philadelphia, where he follows to rescue her faltering career at the cost of his own - as she rises he falls.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tale of Despereaux ,"The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them, an unhappy rat who schemes to leave the darkness of the dungeon, and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castle's princess.",0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Rules of Engagement             ,"Two couples and their single friend, all at different stages in their relationships, deal with the complications of dating, commitment and marriage.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tuxedo ,"Jimmy Tong is just a lowly chauffeur for millionaire Clark Devlin, until Devlin has an accident that puts him in the hospital. Tong is sent back to fetch some things for Devlin and unknowingly tries on Devlin's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit. This discovery thrusts Tong into world of international intrigue and espionage and pairs him with an inexperienced partner.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
